identifier,file,character,source,translation
GLZD246TO,GLOBAL_StringTable.csv,System,Get to the brain and disarm the tank for good.,
GLZD247TO,GLOBAL_StringTable.csv,System,Help Coach Oleander destroy the monster inside.,
GLZD248TO,GLOBAL_StringTable.csv,System,Protect Little Oly!,
GLZD250TO,GLOBAL_StringTable.csv,System,Defeat the Butcher!,
GLZD251TO,GLOBAL_StringTable.csv,System,Don't drown.,
GLZD252TO,GLOBAL_StringTable.csv,System,Fight the Butcher!,
GLZD253TO,GLOBAL_StringTable.csv,System,KILL THE BUTCHER!!!,
GLZF001TO,GLOBAL_StringTable.csv,System,Press /YButton/ to talk.,
GLZH024TO,GLOBAL_StringTable.csv,System,Edgar's Lament,
GLZH025TO,GLOBAL_StringTable.csv,System,Edgar's Love,
GLZH026TO,GLOBAL_StringTable.csv,System,Sasha's First Loss,
GLZH027TO,GLOBAL_StringTable.csv,System,Sasha's Second Sight,
GLZH028TO,GLOBAL_StringTable.csv,System,Razputin's Getaway,
GLZH029TO,GLOBAL_StringTable.csv,System,Oleander's Pride,
GLZH030TO,GLOBAL_StringTable.csv,System,Oleander's Shame,
GLZH031TO,GLOBAL_StringTable.csv,System,Milla's Adventures!,
GLZH032TO,GLOBAL_StringTable.csv,System,Milla's Children,
GLZH033TO,GLOBAL_StringTable.csv,System,Gloria's Cruel Training,
GLZH034TO,GLOBAL_StringTable.csv,System,Gloria's Fallen Star,
GLZF002TO,GLOBAL_StringTable.csv,System,/YButton/ Teleport Options,
GLZF003TO,GLOBAL_StringTable.csv,System,This little guy can teleport you to any previously visited area in the current mental world. Just pick your destination and go!,
GLTO000TO,GLOBAL_StringTable.csv,System,All figments have a different point value.,
GLZE010TO,GLOBAL_StringTable.csv,System,Capacity to Confuse Increased! You can store more CONFUSION GRENADES NOW!,
GLZE011TO,GLOBAL_StringTable.csv,System,You have increased your MAXIMUM PROJECTION DEPTH! Now your ASTRAL PROJECTION has more layers to peel off before you are kicked back to the REAL WORLD.,
GLZE012TO,GLOBAL_StringTable.csv,System,ASTRAL PROJECTION LAYER RESTORED! Your projection into this mind has deepened by one layer!,
GLZE013TO,GLOBAL_StringTable.csv,System,"Every time you lose all your MENTAL HEALTH, you peel off a layer of your ASTRAL PROJECTION. If you lose all the layers, then you will no longer be able to maintain a projection in this mental world, and you will be kicked out into the real one.",
CAZF008TO,GLOBAL_StringTable.csv,System,"Later, bring the COBWEB DUSTER to Agent Cruller's Sanctuary, where your captured cobwebs can be redeemed for /PsiCard/ PSI CARDS in the MENTAL COBWEB DETANGLER!",
GLZF004TO,GLOBAL_StringTable.csv,System,PSI power upgrade at rank:,
CAZF005TO,GLOBAL_StringTable.csv,System,"The COBWEB DUSTER is a Real World device that can project itself along with you into the Mental World. Aim it at any MENTAL COBWEBS you find, and press /YButton/ to collect the cobweb.",
CAZF006TO,GLOBAL_StringTable.csv,System,"This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch its changing color and vibration. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD.",
CAZF009TO,GLOBAL_StringTable.csv,System,"Once in the right spot, press /YButton/ very rapidly to extract the ARROWHEAD from the ground.",
GLZF005TO,GLOBAL_StringTable.csv,System,COBWEB TROUBLE? The Camp Store sells this handy device for removing pesky MENTAL COBWEBS. Buy your COBWEB DUSTER today!,
GLZD254TO,GLOBAL_StringTable.csv,System,No items in pack,
GLZD255TO,GLOBAL_StringTable.csv,System,Telekinesis,
GLZD256TO,GLOBAL_StringTable.csv,System,Pyrokinesis,
GLZD257TO,GLOBAL_StringTable.csv,System,Shield,
GLZD258TO,GLOBAL_StringTable.csv,System,Invisibility,
GLZD259TO,GLOBAL_StringTable.csv,System,Clairvoyance,
GLZD260TO,GLOBAL_StringTable.csv,System,Levitation,
GLZD261TO,GLOBAL_StringTable.csv,System,Marksmanship,
GLZD262TO,GLOBAL_StringTable.csv,System,Confusion,
GLZE014TO,GLOBAL_StringTable.csv,System,"Collect markers like /OneUp/ to replace layers, and collect markers like /MaxLivesUp/ to increase how many layers you can maintain at once.",
GLZG036TO,GLOBAL_StringTable.csv,System,"Raz has stowed the item in his backpack. To see what's in Raz's backpack, and what merit badges he has, press the BACK button. /BackButton/",
GLAY000RA,GLOBAL_StringTable.csv,Raz,Burrrrn!,
GLAY002RA,GLOBAL_StringTable.csv,Raz,No!,
GLZA038TO,GLOBAL_StringTable.csv,System,No.,
GLZA039TO,GLOBAL_StringTable.csv,System,No. Not yet.,
GLZA040TO,GLOBAL_StringTable.csv,System,I'm ready to go back into the field.,
GLZA041TO,GLOBAL_StringTable.csv,System,What's Psitanium?,
GLZA042TO,GLOBAL_StringTable.csv,System,What are you doing here at Whispering Rock?,
GLZA043TO,GLOBAL_StringTable.csv,System,Sasha says I need to learn how to fight better.,
GLZA044TO,GLOBAL_StringTable.csv,System,I saw you raking leaves. Was that a disguise?,
GLZA045TO,GLOBAL_StringTable.csv,System,So what mission are you on down here?,
GLZA046TO,GLOBAL_StringTable.csv,System,What does all this equipment do?,
GLZA047TO,GLOBAL_StringTable.csv,System,I'd better go. Lots of work to do.,
GLZA048TO,GLOBAL_StringTable.csv,System,"No, I think I'll stay in this mind for a while longer.",
GLZD263TO,GLOBAL_StringTable.csv,System,Press /BButton/ to exit.,
GLZD264TO,GLOBAL_StringTable.csv,System,Creative Director,
GLZD265TO,GLOBAL_StringTable.csv,System,Lead Programmer,
GLZD266TO,GLOBAL_StringTable.csv,System,Art Director,
GLZD267TO,GLOBAL_StringTable.csv,System,Lead Designer,
GLZD268TO,GLOBAL_StringTable.csv,System,Animation Supervisors,
GLZD269TO,GLOBAL_StringTable.csv,System,Lead Gameplay Programmer,
GLZD270TO,GLOBAL_StringTable.csv,System,Executive Producer,
GLZD271TO,GLOBAL_StringTable.csv,System,Programming,
GLZD272TO,GLOBAL_StringTable.csv,System,Art,
GLZD273TO,GLOBAL_StringTable.csv,System,Concept Art,
GLZD274TO,GLOBAL_StringTable.csv,System,Animation,
GLZD275TO,GLOBAL_StringTable.csv,System,Environments,
GLZD276TO,GLOBAL_StringTable.csv,System,Production,
GLZD277TO,GLOBAL_StringTable.csv,System,Music,
GLZD278TO,GLOBAL_StringTable.csv,System,Sound Design,
GLZD279TO,GLOBAL_StringTable.csv,System,Voice Production,
GLZD280TO,GLOBAL_StringTable.csv,System,Voice Talent,
GLZD281TO,GLOBAL_StringTable.csv,System,Office Manager/Production Assistant,
GLZD282TO,GLOBAL_StringTable.csv,System,QA Lead,
GLZD283TO,GLOBAL_StringTable.csv,System,QA Assistant Leads,
GLZD284TO,GLOBAL_StringTable.csv,System,Quality Assurance,
GLZD285TO,GLOBAL_StringTable.csv,System,"View your current PSI POWERS in this Thought Bubble, or press /DPadLeft/ to see what's in your backpack.",
GLZD286TO,GLOBAL_StringTable.csv,System,"Point to a PSI POWER with the LEFT THUMBSTICK /Joystick/ and then press BLACK /BlackButton/, WHITE /WhiteButton/, or RIGHT TRIGGER /RightFlipper/ to map the selected power to that button.",
GLZD287TO,GLOBAL_StringTable.csv,System,"To pull out an item from your backpack, point to it with the LEFT THUMBSTICK /Joystick/ and then press the /AButton/ button. To return it to your backpack later, press /BButton/.",
GLZD288TO,GLOBAL_StringTable.csv,System,You have too many items to fit on one page! Use the /DPAD/ to see the rest of your items.,
GLZG037TO,GLOBAL_StringTable.csv,System,"You've just absorbed positive MENTAL HEALTH! Maintaining your mental health is important, because if you run out, you will not be able to maintain your astral projection in this mind, and you'll be kicked back into the REAL WORLD.",
GLZG038TO,GLOBAL_StringTable.csv,System,/YBUTTON/ Buy,
GLZG039TO,GLOBAL_StringTable.csv,System,/Arrowhead/,
GLZG040TO,GLOBAL_StringTable.csv,System,Rank:,
GLZG041TO,GLOBAL_StringTable.csv,System,/BBUTTON/ Exit,
GLZF007TO,GLOBAL_StringTable.csv,System,Invisibility upgrade at rank: 80,
GLZF008TO,GLOBAL_StringTable.csv,System,Shield upgrade at rank: 65,
GLZB037TO,GLOBAL_StringTable.csv,System,Already at Maximum Projection Depth,
GLZD289TO,GLOBAL_StringTable.csv,System,"Find a ""lab coat"" for Loboto costume.",
GLZD290TO,GLOBAL_StringTable.csv,System,Recruit the Carpenter to repair the bridges.,
GLZD291TO,GLOBAL_StringTable.csv,System,Find a way onto the Carpenter's roof.,
GLZG042TO,GLOBAL_StringTable.csv,System,"Hey, you've finished half of the Scavenger Hunt, so you've qualified for the first half of your prize! Go see Ranger Ford for your big promotion!",
GLZB038TO,GLOBAL_StringTable.csv,System,Lungfish Call,
GLZF009TO,GLOBAL_StringTable.csv,System,PALM BOMB upgrade at rank:,
GLZF012TO,GLOBAL_StringTable.csv,System,SHIELD upgrade at rank:,
GLZF014TO,GLOBAL_StringTable.csv,System,New PSI power at rank:,
GLZF015TO,GLOBAL_StringTable.csv,System,PSI power upgrade at rank:,
GLZF017TO,GLOBAL_StringTable.csv,System,"Sorry, you haven't found any other teleport points yet.",
GLZF018TO,GLOBAL_StringTable.csv,System,Use PSI BLAST to shut down the valve.,
GLZJ000TO,GLOBAL_StringTable.csv,System,Press START to begin.,
GLZJ001TO,GLOBAL_StringTable.csv,System,New,
GLZJ002TO,GLOBAL_StringTable.csv,System,Continue,
GLZJ003TO,GLOBAL_StringTable.csv,System,Load,
GLZJ004TO,GLOBAL_StringTable.csv,System,Options,
GLZJ005TO,GLOBAL_StringTable.csv,System,Loading,
GLZD292TO,GLOBAL_StringTable.csv,System,SAVE,
GLZD293TO,GLOBAL_StringTable.csv,System,Exit,
GLZD294TO,GLOBAL_StringTable.csv,System,IN THIS AREA,
GLZD295TO,GLOBAL_StringTable.csv,System,Psi Challenge  Markers,
GLZD296TO,GLOBAL_StringTable.csv,System,Psi Cards  Recovered,
GLZD297TO,GLOBAL_StringTable.csv,System,Scavenger  Hunt  Items  Recovered,
GLZD298TO,GLOBAL_StringTable.csv,System,Kids'  Brains,
GLZD299TO,GLOBAL_StringTable.csv,System,Figments,
GLZD300TO,GLOBAL_StringTable.csv,System,OF,
GLZD301TO,GLOBAL_StringTable.csv,System,Emotional  Baggage Matched,
GLZD302TO,GLOBAL_StringTable.csv,System,Cobwebs  Recovered,
GLZD303TO,GLOBAL_StringTable.csv,System,Vaults  Cracked,
GLZD304TO,GLOBAL_StringTable.csv,System,/AButton/  SHOW  SCAVENGER  HUNT  ITEMS,
GLZD305TO,GLOBAL_StringTable.csv,System,TOTALS,
GLZD306TO,GLOBAL_StringTable.csv,System,Psi Cards  Unredeemed,
GLZD307TO,GLOBAL_StringTable.csv,System,Psi Cores  Unredeemed,
GLZD308TO,GLOBAL_StringTable.csv,System,Cobwebs  Unredeemed,
GLZD309TO,GLOBAL_StringTable.csv,System,Depleted  Psitanium  Unredeemed,
GLZD310TO,GLOBAL_StringTable.csv,System,Figments  Collected,
GLZD311TO,GLOBAL_StringTable.csv,System,Psi Challenge  Markers  Collected,
GLZD312TO,GLOBAL_StringTable.csv,System,Emotional  Baggage  Matched,
GLZD315TO,GLOBAL_StringTable.csv,System,/ABUTTON/  FIGMENT VIEWER,
GLZD316TO,GLOBAL_StringTable.csv,System,TO-DO,
GLZD317TO,GLOBAL_StringTable.csv,System,THINGS I GOTTA DO:,
GLZD318TO,GLOBAL_StringTable.csv,System,MEMORIES,
GLZD319TO,GLOBAL_StringTable.csv,System,MAP,
GLZD320TO,GLOBAL_StringTable.csv,System,/LeftFlipper/  ZOOM OUT    /RightFlipper/  ZOOM IN,
GLZD321TO,GLOBAL_StringTable.csv,System,MOVE RIGHT  /Joystick/  TO NAVIGATE,
GLZD322TO,GLOBAL_StringTable.csv,System,CAMERA,
GLZD323TO,GLOBAL_StringTable.csv,System,Invert Camera Horz.,
GLZD324TO,GLOBAL_StringTable.csv,System,Invert Camera Vert.,
GLZD325TO,GLOBAL_StringTable.csv,System,OK,
GLZD326TO,GLOBAL_StringTable.csv,System,SOUND,
GLZD327TO,GLOBAL_StringTable.csv,System,MASTER,
GLZD328TO,GLOBAL_StringTable.csv,System,FX,
GLZD329TO,GLOBAL_StringTable.csv,System,MUSIC,
GLZD330TO,GLOBAL_StringTable.csv,System,VOICE,
GLZD333TO,GLOBAL_StringTable.csv,System,ENABLE VIBRATION,
GLZD334TO,GLOBAL_StringTable.csv,System,LOAD GAME,
GLZD335TO,GLOBAL_StringTable.csv,System,/abutton/ LOAD,
GLZD336TO,GLOBAL_StringTable.csv,System,/xbutton/ DELETE,
GLZD337TO,GLOBAL_StringTable.csv,System,SAVE GAME,
GLZD338TO,GLOBAL_StringTable.csv,System,/abutton/ SAVE,
GLZD339TO,GLOBAL_StringTable.csv,System,All current game data will be lost. Do you want to EXIT this game?,
GLZD340TO,GLOBAL_StringTable.csv,System,Overwrite Profile?,
GLZD341TO,GLOBAL_StringTable.csv,System,File is corrupted. Delete?,
GLZD342TO,GLOBAL_StringTable.csv,System,Autosave game cannot be deleted.,
GLZD343TO,GLOBAL_StringTable.csv,System,Delete saved game? All saved data will be lost.,
GLZD344TO,GLOBAL_StringTable.csv,System,All current game data will be lost. Do you want to Load this game?,
GLZD346TO,GLOBAL_StringTable.csv,System,Overwrite Saved Game?,
GLZD347TO,GLOBAL_StringTable.csv,System,"Your Xbox doesn't have enough free blocks to save this profile.
Press /Abutton/ to continue without saving or /Bbutton/ to free more blocks.",
GLZD348TO,GLOBAL_StringTable.csv,System,"Your Xbox doesn't have enough free blocks to save games.
Press /Abutton/ to continue without saving or /Bbutton/ to free more blocks.",
GLZD349TO,GLOBAL_StringTable.csv,System,Delete Profile? All saved data will be lost.,
GLZD351TO,GLOBAL_StringTable.csv,System,Please reconnect the controller to controller port,
GLZD352TO,GLOBAL_StringTable.csv,System,and press START to continue.,
GLZD353TO,GLOBAL_StringTable.csv,System,/Bbutton/ to Continue.,
GLZD354TO,GLOBAL_StringTable.csv,System,FIGMENT,
GLZD355TO,GLOBAL_StringTable.csv,System,YOU HAVE:,
GLZD356TO,GLOBAL_StringTable.csv,System,L /Joystick/  SCROLL,
GLZD357TO,GLOBAL_StringTable.csv,System,/ABUTTON/  ZOOM,
GLZD358TO,GLOBAL_StringTable.csv,System,/BBUTTON/  EXIT,
GLZD360TO,GLOBAL_StringTable.csv,System,"Find 8 items, and you'll be promoted 4 Ranks!",
GLZD361TO,GLOBAL_StringTable.csv,System,"Find 8 more, and get promoted another 4 Ranks!",
GLZD362TO,GLOBAL_StringTable.csv,System,RANK UP!,
GLZD363TO,GLOBAL_StringTable.csv,System,OPTIONS,
GLZD364TO,GLOBAL_StringTable.csv,System,LOAD,
GLZA049TO,GLOBAL_StringTable.csv,System,Could you take me back to camp now?,
GLZA050TO,GLOBAL_StringTable.csv,System,Could you take me back to the Asylum?,
GLZA051TO,GLOBAL_StringTable.csv,System,Nothing. I just wanted to make sure you're not dead.,
GLZD365TO,GLOBAL_StringTable.csv,System,Double Fine Test,
GLZD366TO,GLOBAL_StringTable.csv,System,Majesco Production,
GLZD367TO,GLOBAL_StringTable.csv,System,Majesco Marketing,
GLZD368TO,GLOBAL_StringTable.csv,System,Majesco Test,
GLZD369TO,GLOBAL_StringTable.csv,System,Majesco Lead Game Tester,
GLZD370TO,GLOBAL_StringTable.csv,System,Story and Dialog,
GLZG044TO,GLOBAL_StringTable.csv,System,/ Cost:,
GLZB039TO,GLOBAL_StringTable.csv,System,Crow Feather,
GLAG016FO,GLOBAL_StringTable.csv,Ford,"Hey, it looks like you're ready to take on a new psychic power!",
GLAG017FO,GLOBAL_StringTable.csv,Ford,Ready to come back and get your new merit badge?,
GLAG018RA,GLOBAL_StringTable.csv,Raz,Yes!,
GLAG019RA,GLOBAL_StringTable.csv,Raz,No. Not yet.,
GLAG020FO,GLOBAL_StringTable.csv,Ford,Alrighty then.,
GLZB041TO,GLOBAL_StringTable.csv,System,Straitjacket,
GLZB042TO,GLOBAL_StringTable.csv,System,Birthday Cake,
GLZB043TO,GLOBAL_StringTable.csv,System,Gloria's Trophy,
GLZB044TO,GLOBAL_StringTable.csv,System,Loboto's Portrait,
GLZB045TO,GLOBAL_StringTable.csv,System,Lili's Bracelet,
GLZB046TO,GLOBAL_StringTable.csv,System,Pokeylope,
GLAZ000TO,GLOBAL_StringTable.csv,System,The Catwalks,
GLAZ001TO,GLOBAL_StringTable.csv,System,Theater Stage,
GLAZ002TO,GLOBAL_StringTable.csv,System,Fan Room,
GLAZ003TO,GLOBAL_StringTable.csv,System,Party Entrance,
GLAZ004TO,GLOBAL_StringTable.csv,System,The Race!,
GLAZ005TO,GLOBAL_StringTable.csv,System,The Neighborhood Post Office,
GLAZ006TO,GLOBAL_StringTable.csv,System,Boyd's House,
GLAZ007TO,GLOBAL_StringTable.csv,System,Saint Bernard Alley,
GLAZ008TO,GLOBAL_StringTable.csv,System,Dalmatian Alley,
GLAZ009TO,GLOBAL_StringTable.csv,System,Matador's Apartment,
GLAZ010TO,GLOBAL_StringTable.csv,System,The Trenches,
GLAZ011TO,GLOBAL_StringTable.csv,System,The Cannon,
GLAA004RA,GLOBAL_StringTable.csv,Raz,I'm ready.,
GLZE015TO,GLOBAL_StringTable.csv,System,Control speed with LEFT /Joystick/ or use it to change rails when jumping.,
GLZF019TO,GLOBAL_StringTable.csv,System,Use Smelling Salts to exit this level.,
GLZB047TO,GLOBAL_StringTable.csv,System,Oarsman,
GLZB048TO,GLOBAL_StringTable.csv,System,Basic Braining,
GLZB049TO,GLOBAL_StringTable.csv,System,RANK,
GLZA052TO,GLOBAL_StringTable.csv,System,"Hey, if you blow that thing on the beach then our Hulking Lungfish friend is going to come up out of the water and take you to the other side of the lake. You sure you want to do that?",
GLZA053TO,GLOBAL_StringTable.csv,System,/AButton/ Yes,
GLZA054TO,GLOBAL_StringTable.csv,System,/BButton/ No,
GLZF020TO,GLOBAL_StringTable.csv,System,"PALM MEGABOMB! After you start a PALM BOMB, press /XButton/ as many times as you can before you hit the ground.  The more times you press /XButton/ the higher the bonus damage!",
GLZF021TO,GLOBAL_StringTable.csv,System,"WRECKING BALL! Once you've earned this LEVITATION powerup, your Thought Bubble becomes a deadly weapon at full speed!",
GLZF022TO,GLOBAL_StringTable.csv,System,"CHAIN BLAST! Your PSI Blast will bounce from one enemy to the next, damaging up to 3 nearby enemies at once!",
GLZF023TO,GLOBAL_StringTable.csv,System,"THERMAL DETONATION! Your PYROKINESIS power will now invoke a massive explosion around the target, setting fire to anything nearby!",
GLZF024TO,GLOBAL_StringTable.csv,System,ADVANCED INVISIBILITY! Invisibility lasts twice as long!,
GLZF026TO,GLOBAL_StringTable.csv,System,PSI BLAST upgrade at rank:,
GLZF027TO,GLOBAL_StringTable.csv,System,See Ford for details!,
GLZB051TO,GLOBAL_StringTable.csv,System,Mental Magnet,
GLZF028TO,GLOBAL_StringTable.csv,System,"Clairvoyance lets you see through the eyes of another. Try it on a person directly, or on a handheld object that bears this special aura: /ClairvoyanceEye/",
GLZB052TO,GLOBAL_StringTable.csv,System,Musket,
GLZB053TO,GLOBAL_StringTable.csv,System,Psycho-Portal,
GLZE016TO,GLOBAL_StringTable.csv,System,Now promoted to Rank:,
GLZE017TO,GLOBAL_StringTable.csv,System,"ALL LEVELS 100% COMPLETE!  CONGRATULATIONS, PSYCHOMASTER",
GLZD373TO,GLOBAL_StringTable.csv,System,Granted,
GLZD374TO,GLOBAL_StringTable.csv,System,Denied,
GLZD375TO,GLOBAL_StringTable.csv,System,Please enter a nickname!,
GLZD376TO,GLOBAL_StringTable.csv,System,Enter,
GLZD377TO,GLOBAL_StringTable.csv,System,PSI CARDS REDEEMED,
GLZD378TO,GLOBAL_StringTable.csv,System,Empty,
GLZD379TO,GLOBAL_StringTable.csv,System,Corrupt,
GLZD380TO,GLOBAL_StringTable.csv,System,/LeftFlipper/ Prev,
GLZD381TO,GLOBAL_StringTable.csv,System,/RightFlipper/ Start Over,
GLZD382TO,GLOBAL_StringTable.csv,System,/RightFlipper/ Next,
GLZD383TO,GLOBAL_StringTable.csv,System,Yes,
GLZD384TO,GLOBAL_StringTable.csv,System,Cancel,
GLZB054TO,GLOBAL_StringTable.csv,System,Collects MENTAL COBWEBS.,
GLZB055TO,GLOBAL_StringTable.csv,System,Changes the color of your Levitation Ball.,
GLZB056TO,GLOBAL_StringTable.csv,System,Attracts MENTAL HEALTH and other useful psychic energies.,
GLZB057TO,GLOBAL_StringTable.csv,System,Replenishes MENTAL HEALTH when opened. Automatically opens when MENTAL HEALTH is gone completely. Very handy!,
GLZB058TO,GLOBAL_StringTable.csv,System,Used to make PSI CHALLENGE MARKERS.,
GLZB059TO,GLOBAL_StringTable.csv,System,"Locates deep, valuable ARROWHEADS.",
GLZF029TO,GLOBAL_StringTable.csv,System,"From now on, useful psychic energy will automatically be drawn towards you from a distance.",
GLZF030TO,GLOBAL_StringTable.csv,System,Talk to Ford Cruller when you want to do some colorizing.,
GLAE011TO,GLOBAL_StringTable.csv,System,/WhiteBall/,
GLAE012TO,GLOBAL_StringTable.csv,System,/PinkBall/,
GLAE013TO,GLOBAL_StringTable.csv,System,/YellowBall/,
GLAE014TO,GLOBAL_StringTable.csv,System,/PurpleBall/,
GLAE015TO,GLOBAL_StringTable.csv,System,/BlueBall/,
GLAE016TO,GLOBAL_StringTable.csv,System,/LightPurpleBall/,
GLAE017TO,GLOBAL_StringTable.csv,System,/CyanBall/,
GLAE018TO,GLOBAL_StringTable.csv,System,/GreenBall/,
GLAE019TO,GLOBAL_StringTable.csv,System,/OrangeBall/,
GLAE020TO,GLOBAL_StringTable.csv,System,/LightGreenBall/,
GLAE021TO,GLOBAL_StringTable.csv,System,/LightPeachBall/,
GLAE022TO,GLOBAL_StringTable.csv,System,/RedBall/,
GLAE023TO,GLOBAL_StringTable.csv,System,/LightPinkBall/,
GLAE024TO,GLOBAL_StringTable.csv,System,/LightestPinkBall/,
GLZD385TO,GLOBAL_StringTable.csv,System,Visual Effects,
GLZD386TO,GLOBAL_StringTable.csv,System,Additional Music,
GLZD387TO,GLOBAL_StringTable.csv,System,Additional Programming,
GLZD388TO,GLOBAL_StringTable.csv,System,CAST,
GLZD389TO,GLOBAL_StringTable.csv,System,Special Thanks (Double Fine Productions),
GLZD390TO,GLOBAL_StringTable.csv,System,"EVP, Creative Director",
GLZD391TO,GLOBAL_StringTable.csv,System,VP Product Development,
GLZD392TO,GLOBAL_StringTable.csv,System,Producer,
GLZD393TO,GLOBAL_StringTable.csv,System,Product Development Manager,
GLZD394TO,GLOBAL_StringTable.csv,System,EVP Sales and Marketing,
GLZD395TO,GLOBAL_StringTable.csv,System,VP Marketing,
GLZD396TO,GLOBAL_StringTable.csv,System,Senior Product Manager,
GLZD397TO,GLOBAL_StringTable.csv,System,Associate Product Manager,
GLZD398TO,GLOBAL_StringTable.csv,System,Marketing Assistant,
GLZD399TO,GLOBAL_StringTable.csv,System,PR Account Director,
GLZD400TO,GLOBAL_StringTable.csv,System,QA Manager,
GLZD401TO,GLOBAL_StringTable.csv,System,QA Project Lead,
GLZD402TO,GLOBAL_StringTable.csv,System,Lead Testers,
GLZD403TO,GLOBAL_StringTable.csv,System,Testers,
GLZG045TO,GLOBAL_StringTable.csv,System,/XButton/ Info,
GLZG046TO,GLOBAL_StringTable.csv,System,Use the LEFT /Joystick/ or /DPad/ to navigate the Journal.,
GLZG047TO,GLOBAL_StringTable.csv,System,"On this page, you can see what you've collected in the current area. Make sure to come back here after you've collected some FIGMENTS, so you can look at them up close with the FIGMENT VIEWER option.",
GLZG048TO,GLOBAL_StringTable.csv,System,"This page shows you how you're doing in the bigger scheme of things.  Also, once you get your SCAVENGER HUNT LIST, this is where you'll keep it.",
GLZG049TO,GLOBAL_StringTable.csv,System,"This page automatically remembers what tasks you're working on. If you're ever unsure what to do next, come back here to jog your memory.",
GLZG050TO,GLOBAL_StringTable.csv,System,"Once you've cracked open a MENTAL VAULT, you'll store the memories you find in here.  Come back and watch them as many times as you'd like.",
GLZG051TO,GLOBAL_StringTable.csv,System,"This handy map shows you the layout of the camp.  Your position is marked with a /RedTriangle/.  The next place you should go is marked with a /MapHighlightMark/. If you ever feel like you don't know where to go, come on back and check out your map!",
GLAY003RA,GLOBAL_StringTable.csv,Raz,Can't get a good grip.,
GLZD404TO,GLOBAL_StringTable.csv,System,Help Sasha get censors under control.,
GLZD405TO,GLOBAL_StringTable.csv,System,Get a Marksmanship Learner's Permit from Ford Cruller.,
GLZD406TO,GLOBAL_StringTable.csv,System,Show Sasha my Marksmanship Learner's Permit.,
GLZD407TO,GLOBAL_StringTable.csv,System,Earn a real Marksmanship Merit Badge in Sasha's mind.,
GLZD408TO,GLOBAL_StringTable.csv,System,Get inside the nightmarish tower.,
GLZD409TO,GLOBAL_StringTable.csv,System,Get Levitation Merit Badge from Milla Vodello.,
GLZD410TO,GLOBAL_StringTable.csv,System,Return to the Brain Tumbler in Sasha's Lab.,
GLZD411TO,GLOBAL_StringTable.csv,System,Get to Kochamara Tower and destroy it.,
GLZD412TO,GLOBAL_StringTable.csv,System,Find a way to get through the laser-shield tunnel protecting the prison.,
GLZD413TO,GLOBAL_StringTable.csv,System,Destroy the prison to free the pilot.,
GLZD414TO,GLOBAL_StringTable.csv,System,Climb the tower to destroy the antenna.,
GLZD415TO,GLOBAL_StringTable.csv,System,Find the Milkman.,
GLZD416TO,GLOBAL_StringTable.csv,System,Find the Clairvoyance badge in Boyd's house.,
GLZD417TO,GLOBAL_StringTable.csv,System,Practice Clairvoyance on living subject.,
GLZD418TO,GLOBAL_StringTable.csv,System,Go to the Graveyard and search the Milkman's Grave.,
GLZD419TO,GLOBAL_StringTable.csv,System,"Get past the ""Road Crew.""",
GLZD420TO,GLOBAL_StringTable.csv,System,Find disguise to pass as sewer worker.,
GLZD421TO,GLOBAL_StringTable.csv,System,Back,
GLAY004RA,GLOBAL_StringTable.csv,Raz,Ahh! Confusion... grenade...,
GLAY005RA,GLOBAL_StringTable.csv,Raz,so... dizzy... who... am I?,
GLZD422TO,GLOBAL_StringTable.csv,System,Invert 1st-person Vert.,
GLZD423TO,GLOBAL_StringTable.csv,System, /,
GLAE025TO,GLOBAL_StringTable.csv,System,/LightOrangeBall/,
GLZD424TO,GLOBAL_StringTable.csv,System,Buy a COBWEB DUSTER at the camp store.,
GLZD425TO,GLOBAL_StringTable.csv,System,Cure Bonita's stage fright.,
GLZD426TO,GLOBAL_StringTable.csv,System,Find the candle in the old prop room.,
GLZD427TO,GLOBAL_StringTable.csv,System,Use candle to light the big spotlight.,
GLZD428TO,GLOBAL_StringTable.csv,System,Find a way up to the catwalks.,
GLZD429TO,GLOBAL_StringTable.csv,System,Find the right script and play it on the right set to get access to the catwalks.,
GLZD430TO,GLOBAL_StringTable.csv,System,"Get rid of any ""burglars"" scampering on the Carpenter's roof.",
GLZD431TO,GLOBAL_StringTable.csv,System,Recruit another peasant to fight the new soldier.,
GLZD432TO,GLOBAL_StringTable.csv,System,Move the Snail piece to the restaurant so the Hearty Knight can have a decent meal.,
GLZD433TO,GLOBAL_StringTable.csv,System,Free the gears and lower the drawbridge to Napoleon's stronghold!,
GLZB060TO,GLOBAL_StringTable.csv,System,"""Goodbye Hagatha Home""",
GLZB061TO,GLOBAL_StringTable.csv,System,"""Knight of Joy""",
GLZB062TO,GLOBAL_StringTable.csv,System,"""The Day the Mail Boat Finally Came""",
GLZD434TO,GLOBAL_StringTable.csv,System,Saving preferences.  Please don't turn off your Xbox console.,
GLAY006RA,GLOBAL_StringTable.csv,Raz,Okay.,
GLZD510TO,GLOBAL_StringTable.csv,System,Brain Hunt Checklist,
GLZD435TO,GLOBAL_StringTable.csv,System,Saving AUTOSAVE: POINT OF NO RETURN. Please don't turn off your Xbox console.,
GLZD436TO,GLOBAL_StringTable.csv,System,POINT OF NO RETURN,
